,user_mean
4dnDsoHuxUtzhaumxbpR5w,3.55
Gh1EXuS42DY3rV_MzFpJpg,3.73
YTrENuteaA0cc5JPkmAHlw,3.81
ZmCfwDMuYkhpyr-hWKgiaw,3.86
yT_7mYWBJdV0RFgI6rmnCA,4.64
AkLRwgw9ljUqXWyBNzpqXQ,3.62
1zjPzcFdboSqis0Fkhccdg,3.42
sEC7NsPHCDrvSVI2K6I3nw,3.31
XqioJEJj93egWzZy70sImw,4.0
Bq1WRSGLdj3OmM309sVhYg,3.57
n9Zg0jlOGtxfIrvoPm6Hhw,3.99
8GBgCl7HIcRJzBUtNZXAig,4.83
2z6iqGDKZ547BHnGwpDBFg,4.07
NqeD28GGg1Wdj9BfaHqr4g,3.65
3yJlrc2QIHpkyCRV-OsbGQ,4.15
kuG885n5SoP89TPG0NEYHw,2.53
amv1I9D-4LaOvmL9fVa5sA,3.82
serHBW1qv9IN0n4sQuX4MA,4.67
CHnSp6logJJND0Tx86LTgA,4.59
02mA_muC-5A_Oe_tv8tg0g,3.77
figZfqGjEL6HHOqI-OIybQ,3.87
EJaoDaba5ew7Pr1r8fT4NQ,3.97
el_BsZHqhCZK_VG27TyPBA,3.38
sc3jD6YIkVCh4kzrx-SXzA,3.65
SdrxxfTQGbT7iSdrGkulfg,3.31
QrOSr8bzAjpIgyNftDLUBg,3.18
XeoAojoz5johV2MQ5ngNig,3.92
gUXfVNgnNF9WU73T-d-FKQ,4.13
xiJtOY01ROyp7S0UElOmpQ,3.56
xZvRLPJ1ixhFVomkXSfXAw,4.21
Ps1Db9zOatoF_76FZNO5CQ,3.34
YcfQUl1QX6bba98-KJjp4A,4.22
Aggpf1EWooD85fhOhoRxPg,4.14
Zwtx7FLZcK5F2P0-Tz8mHg,3.68
V0y4fqp-4pSRfsz0FmsjPA,3.73
k4fuk1o0FXyKwrtBHq1PQg,3.71
_cfkppu33JhdiZknBSM50A,4.0
2qkHJ1oqE01DovTqpqCC0Q,4.0
R1ZoIgMxusX4kvDiHHzisw,3.63
tTY9F0I9Cjo_25oKYCBS3Q,3.47
3_BoXGtzk95Aog5sYgMemw,4.6
LB7HoDg61yWP2CjrueeJUQ,3.54
W5fdWpuyWBhfOsd0C_qq6g,3.03
am9yAm4Ph7yk81sFkHlxig,3.91
IO3AsR6cdMto7VCwfPzf2w,3.63
pT5kaEJow8YG4G0avzLq5Q,3.38
S9KDHWSoUGG3z4j1cTMoFA,3.95
6mrj3D7ikVUwY14CSQsFDA,3.25
H04_wADPTjn-5ULBGTN84A,3.59
nIzKqL9MzOZwoZZUdaJn3w,3.6
uA18GuF_ezOH6tXkrrykbw,3.57
_je3JpAk2SghGPgd9LIJ_A,4.8
ka0Zl3em2LMYX48FvJp33A,3.86
15cUUq1KnmjYOPoEbbydqA,3.97
Vk-hJ1i5ZagPM87Kv9FOnA,3.43
pB6-p_DMF0vLzLkHnO9MeQ,2.91
tPNndYGOnX0nQ7OymY_B-Q,4.67
O9YieWCcsHOLBWwv5w5iNA,4.0
6GJM8bWV3m2cOYPjDjohJA,3.64
j_i3dcd64xaKhnq-uFzeTQ,3.17
z1tNqF5qJRpibGj-9_r9Ew,3.69
Weem0jfLYBDJlyfKXgvMpw,4.1
juB4dIllPpM4Mt4_x2SErQ,3.81
BPv2bdiDGPlHcv6fu9Rmrw,4.33
lhvFynuv5pyc4XdFNebqGg,4.77
A-UGDN4whAQjKCEB1VeZng,3.44
GuUQfQXqsN0MIGK4Lxvsjw,3.53
hDlSSyDreM9xY4yQWPm54w,2.82
n6chlQCERdcs7A-VoOeoLQ,3.82
JrNSIOrh7S7FmlAmxnk0Mw,4.79
MSDBaQUNFK7w5hhf11_Xsw,3.4
8CNEh7fSbLwDuAKhLjDPKQ,3.81
HpHIRyT6jL2eY46FGDfxvg,3.35
_977TriQp2lqEBv89FuNSA,3.82
G7DKYB_bB4B9LwAlIeWsLQ,4.0
BeC9T1PMdGwZ512_gKaUxg,3.76
Fo16fiQu2ueM2v_FO819Nw,3.09
iEjUBBSkVQ6Ijo-m6b3Kxw,3.97
9v-aHckN0L0r_7pC2Azvrg,2.8
OAd-vbR_POac1zHtu-Y2Zg,3.57
YfCbZF27kndPKl7Px9lefw,3.78
r0hdHLsCcCV8J4CIJDqAMA,4.19
zJlzNkIngaIV_crtUKdykQ,3.71
IcIV2t78tbDehsPUsz2TGQ,3.64
bomxdD965gZr9j4iuUIqjw,4.0
HxMkDhc-nyZbt9KZHMZF9Q,3.7
KmgUyFBWUdGnIVwdk0hdDw,3.2
MLNXzph9nlCXGiSuv5G5Yg,4.14
Phj1jHdpcPPBE1hNg9-Tqw,3.81
E-sk1EtZushUQRFI_fxa7w,4.33
Zy-STwrE6LUiiUme1isNOg,3.45
_czVhMtgTqM0BMT8VwocVg,3.79
DqFGls_MD49xDngtyog2wA,3.6
XJcd__v9MOSWdI-PHL1i9Q,3.52
XfDBDEm2-HEcvYO_nso1Kg,3.36
vhxFLqRok6r-D_aQz0s-JQ,3.52
RW4IaTPNzdbvpiI2ogfSwQ,3.12
bK7tFVSjHj72oJpobcyHUg,3.67
wmxVjCmlcccFtAi4qSkFFw,3.38
m5o-T-WvDFIaNT7-tEpjtg,4.2
rR5W8Bj-IGu6sw1_1v4m7g,3.92
Wy7f9DOuBEOenhnA7KIKoQ,3.87
XgIhw-aWaq_Fx3ZVQGjnuA,3.3
GSYja8bxAjeicewxP_rjJw,3.5
19BunjXk7zhd811rF42U7w,3.45
VONfPEsY8qUO2LSYFI4yRQ,4.06
i9DSitx1CJCCONWAG1FVnA,3.55
KbCDV2hjwgh2rQT2aMwjAA,4.59
TzqhAY2Bjsa6Kp_pCvRLHg,3.95
588oY8EejEFCr-ym_2TR0Q,4.52
y4JCKsEm0KlwtmHpZhbA4A,3.45
uNpLzOWHwrqysSxJrIeVzg,4.0
TgXQJsWCTVE4BFijf0kM8g,3.94
0g6TyhGJXvLQNr7d7LsDnw,3.01
4i4grJsSI-vPyJAOFzVCnw,4.24
TeadCRl7dptX1poe6ikrNQ,4.25
ILPtB6qlQgmEznSkdhxEQQ,4.5
oubVUZ_h4enNSrvWNo6_og,2.77
0VptqMr6enVCnqRjVYs4NQ,4.15
Maz27CEailN4lptbLRGhXQ,3.98
Lp8fW8eyG86P1TlX6GcpVA,4.6
PVbcpvrSKv2GTBK9QiQgiA,3.72
EoTooNBcxu0Hy0-XeZI8aw,3.26
pk4y8PJdccJysYBpBA-gcg,4.36
xdWsnbaTEfBMVHttqZDHxg,3.6
DfxzHI4TjGTUuFELonH5wA,3.0
KFMF49A-B2ywzv8qcfoTOA,4.12
pIGfc7gJ1UHjzXXfr8dNuw,3.57
jXGaZVodhyHZ_5r7GzxrUg,3.64
R0J0Nm1H8zAfSSJzgekWPg,3.68
1kED3-g-gqnc4JgHe89Xqw,3.92
yz_j8mA3pnkdWkZ6nimBwA,3.53
meBgdnN_Jw9MOwz3ZzqQEA,3.53
Eg_UL0XaV_g4Dr3AeGZHUw,3.95
cHnlIFP5WwJRer7_C2NUng,4.04
lPaYMDmJbAnv_3pmZH_inw,3.44
iJU5s1HBHvf2dgBlHPlUyg,3.88
wz5bTn4OyandnytIe_hOpA,3.25
VBEbhE0ISjg6xowGNiGmgQ,3.67
EJu5peGoO4tzop0pQtgHgA,4.07
Kdeqlwybc16-79y_BgfdvA,4.33
b2DKC4kC8-QeSeGZ_MF3XQ,3.53
3am2PwtajoR3LIlP7XZtbA,3.87
9bP3urjM__IP5csFh9ZsuQ,3.3
Wy6JfQaebNErtuk1mt5aEg,3.12
Odoe2LqAPrV0TjdXxkP7Mg,4.29
8RlxM-ny426eAtm-HxOQ4g,3.4
jg8zYGjmfaBGw2bKgj0STw,4.06
g4uw_h8-3HKyZm6jES85eg,4.09
l_gYq9wGIHzihot_AmqeIQ,3.89
qUdXbLXXMjvFmf0_DTODiQ,3.69
2XCsVpAMsGUykrM-BBFEXA,3.72
sG3_fRCEROn0-9TzlawdlA,3.73
8VikyrWXFKL8GU1a9t-o6Q,3.9
AnH84g9V10x41CXmCvcaFg,3.67
7hJjJTSt_nRfp-LEziBIhg,3.55
QEy_xoEcmL0y6N8YLPUhCw,4.06
3MSa_fdxgsaY9yF9vqmeUg,4.16
NvDR3SPVPXrDB_dbKuGoWA,3.54
h03KMK7xSP8UMnCLglyq1w,3.54
45CWmsjWWqsK0tVxS3y6Vw,4.36
RisAYFcuCkKKLXOXDkQxQQ,3.82
CXhYBa5R70CkowoW5U89ug,3.29
zEnAdRzAA13Wj8xNqrc0NQ,3.77
vxd1wTAS_vgPKzLpZqC1yA,3.93
j-kShDJgp5acGhqJAkJHnA,3.81
XzPiMSaKyrBD9-WxzzfZIQ,4.37
bkPFUCENKOYFDit-eV2PSw,3.68
Iycf9KNRhxvR187Qu2zZHg,3.66
twYL7BY5YNTJl4j5ayD-9g,4.17
JhWVn2xiBruJVu0wiwMVqg,3.22
4mZHb-V_ik8YWrroeJHq0g,3.62
3ch-JeRygCmrXf4mwZ9JTg,4.05
RBfOwUIsT0T3ehJCl8qYKw,3.67
ApRRz7fmtLKsfFU6963OUw,3.93
kHUdOyfeb2Z5dOVTcZ7PBg,3.82
0oCGn4N3SeUlEmmMPs1yYQ,4.14
qklF6QU-bi4Y4Bt4g6Sv8A,3.89
VW_DMzZjFNIF4wTfM0A0CQ,3.36
6P0OBW_PsD8DpuGqU0kBqg,3.74
W7cDTrBPXvq3J9Bg5TQYOg,3.67
YHsXC1pBglfXQNhVN_weFw,1.23
f3LA83yEEBMj9q92H28O7w,3.49
EEWsFy0gqs8Osp1IPnfLTA,3.58
MCXb9tiMIAv4C55ttogbqA,3.8
o6EiqD647POJPABuu_3uoA,4.08
A99dyhEqcd_yXKPfBWeZHA,3.8
9OpjxLRhiV9YImoMVHlxLQ,4.0
EQYhCVLmAQLGwYUYPPSaaw,3.75
3yWdnXigMSO8_eDAUaiuAQ,4.33
htQ5cdzlNVXB04zfdyvowQ,4.15
9GlPdCzNp8WsAyiOxmf2Qg,3.83
t4-YuMSQeXBB8sOk__4-UQ,3.44
qeKzg6czlaZY8Qp7rPG3aQ,3.56
bmDivXQy-KB4_dPIS9ZA8w,4.19
SEDFpR4oMPKqXMjbJiMGog,3.97
xxqO0Z-neqNlS1myYq7ZrA,4.04
gfoErsyOWfR_rx6v6Xwy4w,3.28
B_4H__6wcNBSJStdbYRKWw,4.33
BU070HYdGHGKYzxMU3FJ7g,3.88
mEgD2AGWGKD_gs-Jf3Ypew,3.95
8ZlyJ8GvYlm-4T3fPZQTnA,4.33
yk8Se7MsC4dzSqt1b9QJeA,4.75
guT5ZW60rtlnsU15-DYoXw,4.19
TCD2zB8Afonf4Mij2AvC1w,4.19
BoW4OjqbWimHnna47xa1iw,3.62
pIm17SVRo8IdhGoBD4qbnA,3.55
MI_ZFuJ55bRnaarjYzkKRg,4.65
LTX9pmF-zXPYB4wE8b9RZg,3.67
joIzw_aUiNvBTuGoytrH7g,3.29
-bO7P1OtJBKN3rlGpolaFA,3.55
qMCT8OblN3finTvXcba-oA,3.62
k2u1F6spBGhgk2JtAe97QA,4.17
2qnz2y_Z1nDo2HqqfxJxSA,3.09
L3nyH2yeJRNahm0xepL1yQ,3.32
GXgZEnuAKURhHwANOpHmtg,3.67
E57V8rkRheDr5g_9MNAQwA,3.43
4OFp34tCTh9Pps5nsjt_lw,3.85
fPSRouwt_qQrNHmSg0zxcg,4.05
bpgpImWo7JBvZGJCN33mSQ,4.0
wiqyTpHUG3diuTXcdqjlsg,3.65
d95On_QNeQPr01pRNzHa5w,3.64
jLBh-z3JrJkqJfn5VN9OJA,4.38
-EFuxDYchSSVkb4Q9Iivpg,3.83
IwiupaUMeltnd0a9Cp15tA,4.44
m50nuf-XEX-_ShIBeqbLaw,4.42
QDIhUXuNvXPY2Gv94QFiug,3.59
wSiZa_6c4VX_WMjmRLzblg,4.06
KLekdmo4FdNnP0huUhzZNw,3.91
8otDLb5-bv3ZEH0LWj1u8w,3.86
GZFiCRwm-bVauSRtTKhb4g,4.27
tTa7FOsuzCMJNyM9d4Riew,4.02
N98mJQDzTjzT216SFVeBDQ,3.32
FPWwCD73C0PlRdDfJ6Tuqw,3.57
4lkTIhTuMhLprQprGlTRlA,3.95
z2syOs-sM7IgKtds57FkQg,3.4
jLmBtarG055mjQGwO9gTyQ,3.83
N12QWiuV3Mfru3f8uPCY_g,3.67
sfMHSAEaw2EuJJSdfE4hGw,4.6
mZoajxG_bTa7StDSxCFp4A,3.62
HV9LHnhcpKerGqmLk0MpAw,4.0
CBosnOS2STTS75a1ZsYLZA,4.78
y3sOyQUiwL_dV38H652dfw,3.68
HzOXWuppsLyjy2iXEuXjRQ,3.51
imavGNk1Kf_HPyB2T8NmIA,3.42
fEmvuLq_5TjUnNspMz1V5w,3.65
Va3U45KqBDXByKIr_NGJ5w,4.17
caELu3OqZm8LkdikpmEB4w,3.65
5UNK_BE5w2HV8t-bi_yKRQ,3.85
0-p9IQ8MklmH16TzOJviVQ,3.86
rw-Bpjrx9mcni1llZDhVtA,4.0
DY-U7c0451pUs25p_AhUgQ,3.28
63HOmdiJzMOw9figAu14QQ,3.81
4sIK_74UwkKU9YQXIfgCdg,3.85
MvrEZpJHf4zRg_mEIVnYFA,3.58
ZVknD9b5zcj_IL-2wtYwxw,4.14
0Nzq2vv8FoGEGosfZDP4Vg,4.32
eWxE1YjGYkeuJ-ymRAdwQA,3.43
ROr4DQ-gxlfUKmiDC-qSEQ,3.65
RpC1jwOttGJcM5TIgscMTQ,3.06
LFX_ZoSJLvg3K_Q1rCiF9A,3.17
5_D5ex4jIdgKnTRHfLCVFg,3.83
B3oCDlO3uBUrFQu-xmr6uQ,3.73
zYZ3jxyOS7rHJfREQJskfQ,3.77
4kfvccmKDUgCXu_jLYm5dQ,3.58
m59OpbCyRwXSvERXeevWqg,3.81
bjyNs56h8t57FYZ7y1_1Rg,3.32
Vdi-fbSA36s6jffY7iDbXA,4.12
mF3VUdKq6kR-MXaFaRfzQg,3.93
m7SSPmQb9716TsA4mmJHnA,3.87
CuBlJME3OzIK7x-Wk0HAQQ,4.5
azplqaEBLGzFzPyYBRP7Ug,3.5
_Pb1oErQ1d0gOEt5D3XTlw,3.29
6TL5xunZGs_2IerHl7sI3w,3.71
kOb1hWSwA6aD2mRVy6lqFQ,4.22
ybnN1rEY9Fm_p2SPkv_-uA,3.74
_uLtybFNthITalKyAiFurA,3.63
K6MrbZeqKG35ZiucFfucvw,4.0
WI4DyaHOz9SMhngG83QbNA,3.3
K9dSPbFhxbLPNZBTp7uOMg,3.9
tQXwmfUXJM69j3uPhRJg_Q,3.4
_fbvlajq2-rkZpu_n2FeHA,4.2
u4MQp3zX9RolLtNnp9FxoA,4.14
Gth9uH56jrChwgyGgQhTqA,4.0
nnbEhogXiXad6UN_3bMM8A,2.71
x4eIi_YiwKj1pzcspeLt-Q,4.25
3sJ62Mkavx69FBec71agYg,4.0
s8fJCSltyub39Q1dqzjb6g,3.58
4j8c0ttT0OcIYTrARYQZNQ,4.09
rKmQI3HZcmOYrirBeO7Djw,3.33
8LAf67lQTjtsS98E55MYrg,2.48
8aBoNgjAi8cn15UsoHWQFw,3.89
gcuwbVN0LCBrOsp7VCTAvQ,3.83
WwtPIz6yNEY2LAo0jfvHxw,4.0
z3Xplcl7rsnRlKjJtNchbw,4.11
LS4pZdJnAx71TTJao6lNMQ,3.64
o9qVoftkxrFwC6W5PImouw,4.02
WWxCMDn8rVHIrIFoKRcRDg,3.65
fev0iI-XDrteD4SYRKjiUw,3.43
BHph9QBeSbNJh6eTj2ukhg,3.81
yLLEAAzmbWi_Fl98CjXuhw,3.94
NFBQGT-YmMCHvTSIEyX_1g,4.22
EXti5Kw0Ao8KGXPIpSJaoQ,4.14
WquqU5s77m7O3-DpkZErYg,4.02
Yik3_gi3e2F5WsKOFm14QQ,4.29
M9zyD3urANpe6PoCnCJhDg,3.33
r2vglPGmMuyo1BqV91l56g,3.67
fP7UmVtPdKdsnyHjHqKbhg,4.92
GE-34FoRSTKuw8OWBc4YrA,3.91
vTofzSbQtiLy-74FWnVJ9w,4.17
O4handkQpY1Dr3FKogr5iw,3.58
zLby_60B6MjtqBXtI-OXjw,5.0
VKiWDL608wBRQtk05ts59g,3.33
wEwU88bt18BUf7DhHDRbHw,4.32
EJbwH4h_YP3YpimFgrIVdg,3.67
FQFsuPE8C3lppg7sZoRFRg,3.33
gdFcADm-9R4vra0VdALXkg,5.0
W_QXYA7A0IhMrvbckz7eVg,3.65
2qgjgzarF6jvIkpprvF9pg,3.74
6yQ3xyfor5TtX1POugtTag,3.93
TFoC8qQCI2VfQe3rB0Q0ng,2.88
mlFupG8LJFaL4rvSTvCyyw,4.07
hFG1Lira7tL_PElq6bdAAw,3.44
9CR8K5G0_Gvf-e0dC5nMvQ,2.67
bL__I2hSQRN1ePizOXLZtg,4.44
TuLjkOVG7jBPADZ3nIg5vw,4.0
vsXP832M0kOxKpfduD7dWw,3.83
TgK1c5-IODkA3Y4KIHW8aw,3.46
oMDSmhe72hjxoR3EAj6sXQ,4.0
hqGS_HnKxlVtQUfmjYdRkA,4.02
wIi2J1UGRB2G_3vu5eNK3g,3.95
2g0ME-MMc_xYNYGbrePMBw,4.0
eaWc_UCwBl_IZjo8MnmzvQ,3.53
xWvlVMWGtqgtXvZFuh7LwA,3.56
f7vVhHdlYTODg4CEhwCv1w,3.88
LSf-IajkL99JQBZ3PzXnjQ,2.87
xYzXnIvyadwjcttO0D71KA,4.18
oy_0JzDPYGXBZ2YhDhxK9w,3.6
J-BjROYmHmxkUtZPc-c9gg,3.95
tHz9cWxwSfcP4qRaPIHvww,3.89
mR1hWOIBRMJorZvZL6ZjkA,3.64
MAvkqp_gDtKYU1d981XnwA,3.96
HUVjbOg-g-qHqRa6drSE4w,3.46
8n4SarsuI9Km6lEtydiE0w,4.07
CWYHXKPXqP4KgY3TyI54lg,4.13
9OiOuOhxnXZ3zcqFaIZiOg,4.27
qa05pUVNapADHZXpHMPMeA,3.86
0ST1KniOKB9Evq-IuUyMIA,3.43
1OTnkDxkVFjdOpePMiXv6A,3.89
oKSrT8MsOqE-DZCleyN7PQ,3.31
2me-yA-ogtpYx0Ai_83YoQ,4.5
7lRSrmmr6J7i265NyoeqfQ,3.6
28CGAa30qiouuj_S13udFw,4.0
V1k7XMUX4qHVUi-3IUYzhA,4.17
0aQyjVmcytcjkiabuhkIgA,3.64
C0WhCeFcuuBgKEHrQlyP1A,3.5
JtqCTs5hmVRIzQTm_jvhiQ,3.36
qod4Kbf69AzdXp6TZ749lQ,4.67
uVU1FyUPPVxzZ8jbye-rFA,3.79
mqyH3CqjMufsm5FccDrjLA,4.14
uQCk37gNl1bEmkjAv6_kAw,3.72
OaTEveZBjvcteZN2IIUfCA,4.88
EJVwqmV-yBdN9gt3jW6IwA,3.83
-SvLqaZ_VW12Gnf8kHFHOA,3.76
O4nDIr51jTZKHiQ31TJFbw,3.86
hcctCQy3bdZMezrUKkZLtA,3.82
K_O33ZtHPcLilRV_huFDGw,4.14
bSOYwOy9ilck_gjy4VeZEw,3.43
a_V8LRfMxGvpGtTwR2olrg,3.73
67z8bv7gkioAnwk5XBX-Gg,4.2
c9sQbD7sxuAh_P_g0SalJg,4.03
f6q_pSwkHMNbRusrX5Pkfg,3.28
DPVfcERMYkzf10rd_ySr9Q,4.67
TK9--44Yh2l9LjuYNM2kgg,3.9
lucdMCLYZwtOiRNVrDHK7A,4.44
chECojA5tp0NzBxMgQIfgQ,3.24
-ZGPvPW5gUc1ub_FbaVFDw,4.33
qjawvlgXhmZYLp0DDSTS4A,3.84
V6rhoTCw7S6H8eHwv2M6Vg,3.83
qwu5B9anH4AlEtau0K-6aQ,3.74
GVH_iuoPc0aP3ZNYlWuKag,3.63
agO7jrGmTPGpMA5vgxODBQ,4.25
k4-6lakq7t3kCgbvPxcuvg,3.67
jU8WrrgXggGX2xHglsPjxA,3.56
DJIwm4UCnM-SOxXbARjPsQ,3.82
AVCBC2G5RjJM8tu_PebFPw,3.17
k5uJCP_y3PStpiwJ_LTPtQ,3.85
JAeTwZWx5MUq2_h7fZLKIQ,3.86
yymCqlD2-D5w6lTNGgCKBg,2.33
ngD5RF07pxwlq4euexSluA,4.29
bX5mIrDlyD8ZabvF_An7FA,3.44
MOpFJnB5HyXdXW1sMwz7Bg,3.85
oCDn4bcj_IYUaNDb8lCdpA,3.8
g-lJlj7TNdfoNqtk3r3Ikg,4.59
UVBsfLooSlDcsIi9AiiAqQ,3.93
nl4s4jCbuLTl2hL2dL1sKg,3.78
LqMpbjrAR2SZGCyahK-9Gw,2.78
y7w-dfYc3heWMY0AqZYNTA,4.0
aXqZAZPmn5McTHRJH2BQzQ,4.07
ULaLDw26ZdivSbygeK3ocw,4.0
LUpAB2SyOhYOuErp7wUmCw,3.45
4MnVm1LWQ2ZXso4ORe_fZA,3.9
tdoL4Un5_hy_rJxEFLLOjw,3.79
TWf1hVrosPKBgFHkoujoXQ,3.38
N3L6SDymSRkYQtTiSDmXSg,3.08
awNfKzVWjrhxCmRap-DeaQ,4.33
_Lz4b5QL0K8ndeyz2vxslA,3.9
72oIcz-7Xu_6HyQck3XagA,3.84
EKwGhgLrM18ErVKKeYE2UA,3.59
_fp3oLtFf69zucwTeDiIUw,4.18
pErAerEObYkIYznI3GhS-w,3.96
e2mJAZ09fXqZMgQ-OiRIHg,3.82
XxW_WSU13NamMOjg_mXgvw,4.19
MAVKUoJCh522xWoqbtvZDg,4.75
6WJHk3E4PLt0-EXakw5Kdw,4.38
AZ8NDHmLWdZGzvMtZXzjkA,3.61
P7Zcg73x8FzszGEiC9YPfw,3.51
mLM84zUn8POCWEq3dTxX9Q,2.83
CjL3FtpiDzhNXTQPw0-RBw,3.79
Yfqrn--hT3xnYDmbQ4EnZw,3.89
ef7eJrSr7chDjDth0-k2HQ,3.65
1YfyLNrvBJDjhlUZDpBLMA,5.0
Kx4Xv-eJaUKSj7VVqVAH5Q,3.14
M-j04kcOanazSntBzoD3ng,3.46
RPyvJa8X3_Vxn_oQmdC5zA,3.29
rLL7YKSJRyj9cVhiM_Y5pw,3.81
eQgw5KPAWDEVaadSAMUJJg,4.0
NCUcdDi9HQNkpdZA_970bg,3.56
FqxQhk-JyEQjvYp_nK1DNA,4.2
1fFt8FJ8rMQC4loPztBHkg,3.35
nxVAs0ivaOgupWvj9wJDOw,4.31
3FMdOQ2g9ANQgV33FtxW8A,3.36
kNbC69F-ErBicx67jaCC6Q,2.75
h3_Qil7u0q6HndYfBcdgyw,3.68
DXCWbLXFKWAv-Txq3cLhqQ,3.73
